what,kind,bundleId,bundleVersion,description,time
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1340328923719
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340328929120
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340328929666
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340328931824
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340328933230
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340328935275
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340328936499
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340328943934
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340328945966
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340328946002
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340328952090
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340328954849
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340329061266
opened,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1340329064693
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1340329064722
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340329077299
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340329085833
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340329088308
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340329292760
activated,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.PackageExplorer",1340329296318
closed,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1340329296318
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340329299193
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340329300132
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340329301104
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340329303889
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1340329303950
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340329305036
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340329307758
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1340329307933
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340329417254
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340330633120
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340330635403
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340330638105
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1340330638159
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340330639379
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340330643330
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1340330643492
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340330684746
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340330687562
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340330689246
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340330690173
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340330691121
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340330947319
started,bundle,org.eclipse.wst.server.core,1.1.304.v20120208_1420,"org.eclipse.wst.server.core",1340330947641
started,bundle,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui",1340330947670
started,bundle,org.eclipse.wst.web,1.1.501.v201201190400,"org.eclipse.wst.web",1340330947690
started,bundle,org.eclipse.emf.ecore,2.7.0.v20120127-1122,"org.eclipse.emf.ecore",1340330947738
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1340330947748
started,bundle,org.eclipse.jem.util,2.1.100.v201103021400,"org.eclipse.jem.util",1340330947763
started,bundle,org.eclipse.emf.ecore.xmi,2.7.0.v20120127-1122,"org.eclipse.emf.ecore.xmi",1340330947770
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107140600,"org.eclipse.wst.common.emfworkbench.integration",1340330947776
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1340330947847
started,bundle,org.eclipse.wst.common.modulecore,1.2.103.v201201190400,"org.eclipse.wst.common.modulecore",1340330947850
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340330948724
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340330951926
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1340330951982
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340330956123
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340330960174
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1340330960333
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340330987036
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340331474320
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340331475669
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340331478471
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1340331478533
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340331479978
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340331483612
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1340331483764
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340331486411
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340332373408
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340332376118
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340332378699
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1340332378751
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340332380141
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340332388928
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1340332389088
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340332390916
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340333208664
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340333210943
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340333214149
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1340333214204
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340333216674
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340333219730
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340333221475
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340333224861
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1340333225007
opened,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.JavadocView",1340333231215
activated,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.JavadocView",1340333231231
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1340333232095
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340333235862
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340333236492
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340333237451
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340333260168
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340333262396
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340333472552
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.200.v201101281837,"org.eclipse.wst.xsl.debug.ui",1340333473383
activated,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.PackageExplorer",1340333474150
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340333475207
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340333478749
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1340333478801
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340333617871
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340333948256
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340333950806
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340333953789
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1340333953842
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340333956451
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340333965874
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340334008686
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340334012219
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340334013307
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340334018063
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340334020908
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340334023349
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340334024295
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340334074928
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340334075497
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340334479428
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340334479909
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340337921894
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340337926442
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340337934128
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340337935332
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk",1340337935941
stopped,bundle,org.eclipse.wst.xsl.jaxp.debug.ui,1.0.200.v201103081922,"org.eclipse.wst.xsl.jaxp.debug.ui",1340337935943
stopped,bundle,overlay.com.android.ide.eclipse.adt.overlay,18.0.0.v201203301601-306762,"overlay.com.android.ide.eclipse.adt.overlay",1340337935944
stopped,bundle,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.adt",1340337935944
stopped,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1340337935946
stopped,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1340337935950
stopped,bundle,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui",1340337935950
stopped,bundle,org.eclipse.wst.dtd.ui,1.0.600.v201103171359,"org.eclipse.wst.dtd.ui",1340337935950
stopped,bundle,org.eclipse.wst.jsdt.web.ui,1.0.401.v201108152113,"org.eclipse.wst.jsdt.web.ui",1340337935950
stopped,bundle,org.eclipse.wst.web.ui,1.1.500.v201111030500,"org.eclipse.wst.web.ui",1340337935952
stopped,bundle,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.ui",1340337935952
stopped,bundle,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.ui",1340337935952
stopped,bundle,org.eclipse.wst.xsl.exslt.ui,1.0.0.v201006012005,"org.eclipse.wst.xsl.exslt.ui",1340337935953
stopped,bundle,org.eclipse.wst.xsl.ui,1.1.200.v201103082057,"org.eclipse.wst.xsl.ui",1340337935956
stopped,bundle,org.eclipse.wst.xml.xpath.ui,1.1.100.v201105030025,"org.eclipse.wst.xml.xpath.ui",1340337935958
stopped,bundle,org.eclipse.wst.xsd.ui,1.2.404.v201105050216,"org.eclipse.wst.xsd.ui",1340337935963
stopped,bundle,org.eclipse.wst.xsl.debug.ui,1.0.200.v201101281837,"org.eclipse.wst.xsl.debug.ui",1340337935963
stopped,bundle,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui",1340337935963
stopped,bundle,org.eclipse.wst.common.ui,1.1.500.v200911190730,"org.eclipse.wst.common.ui",1340337935965
stopped,bundle,org.eclipse.wst.jsdt.debug.rhino.ui,1.0.1.v201201112313,"org.eclipse.wst.jsdt.debug.rhino.ui",1340337935967
stopped,bundle,org.eclipse.wst.jsdt.debug.ui,1.0.101.v201201112313,"org.eclipse.wst.jsdt.debug.ui",1340337935970
stopped,bundle,org.eclipse.wst.jsdt.support.firefox,1.0.400.v201008112000,"org.eclipse.wst.jsdt.support.firefox",1340337935973
stopped,bundle,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui",1340337935973
stopped,bundle,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui",1340337935973
activated,perspective,org.eclipse.wst.jsdt.ui,,"org.eclipse.wst.jsdt.ui.JavaPerspective",1343788528744
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1343788528746
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1343788528746
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1343788528748
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1343788528748
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1343788528750
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1343788528751
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110928-1504,"org.eclipse.core.filebuffers",1343788528751
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1343788528753
started,bundle,org.eclipse.core.jobs,3.5.101.v20120113-1953,"org.eclipse.core.jobs",1343788528753
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1343788528754
started,bundle,org.eclipse.core.resources,3.7.101.v20120125-1505,"org.eclipse.core.resources",1343788528756
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1343788528757
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1343788528758
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1343788528758
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1343788528760
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1343788528760
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1343788528761
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1343788528762
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1343788528763
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1343788528764
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1343788528765
started,bundle,org.eclipse.equinox.p2.core,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.core",1343788528766
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110815-1419,"org.eclipse.equinox.p2.directorywatcher",1343788528766
started,bundle,org.eclipse.equinox.p2.engine,2.1.1.R37x_v20111003,"org.eclipse.equinox.p2.engine",1343788528768
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110815-1419,"org.eclipse.equinox.p2.metadata",1343788528769
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110815-1419,"org.eclipse.equinox.p2.metadata.repository",1343788528770
started,bundle,org.eclipse.equinox.p2.operations,2.1.1.R37x_v20111111,"org.eclipse.equinox.p2.operations",1343788528772
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110815-1419,"org.eclipse.equinox.p2.reconciler.dropins",1343788528773
started,bundle,org.eclipse.equinox.p2.repository,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.repository",1343788528774
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk.scheduler",1343788528775
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110815-1419,"org.eclipse.equinox.p2.updatechecker",1343788528776
started,bundle,org.eclipse.equinox.preferences,3.4.2.v20120111-2020,"org.eclipse.equinox.preferences",1343788528777
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1343788528777
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1343788528779
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1343788528780
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1343788528781
started,bundle,org.eclipse.jdt.core,3.7.3.v20120119-1537,"org.eclipse.jdt.core",1343788528782
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110928-1453,"org.eclipse.jdt.core.manipulation",1343788528783
started,bundle,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui",1343788528786
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1343788528787
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1343788528789
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1343788528790
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1343788528791
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1343788528792
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1343788528794
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1343788528795
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1343788528797
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1343788528798
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1343788528800
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1343788528801
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1343788528802
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1343788528803
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1343788528804
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1343788528805
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1343788528806
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1343788528807
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1343788528808
started,bundle,org.eclipse.wst.jsdt.core,1.1.102.v201111090634,"org.eclipse.wst.jsdt.core",1343788528810
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.300.v201104272153,"org.eclipse.wst.jsdt.manipulation",1343788528811
started,bundle,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui",1343788528814
started,bundle,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.adt",1343788528814
os,sysinfo,,,"macosx",1343788528816
arch,sysinfo,,,"x86_64",1343788528816
ws,sysinfo,,,"cocoa",1343788528816
locale,sysinfo,,,"en_US",1343788528816
processors,sysinfo,,,"4",1343788528816
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1343788528816
java.runtime.version,sysinfo,,,"1.6.0_33-b03-424-11M3720",1343788528816
java.specification.name,sysinfo,,,"Java Platform API Specification",1343788528816
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1343788528816
java.specification.version,sysinfo,,,"1.6",1343788528816
java.vendor,sysinfo,,,"Apple Inc.",1343788528816
java.version,sysinfo,,,"1.6.0_33",1343788528816
